,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
1021,44,Travel_Frequently,Sales,10,4,Life Sciences,1022,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3
1022,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1023,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7
1023,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1024,Male,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7
1024,33,Travel_Rarely,Research & Development,8,5,Medical,1025,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6
1025,28,Travel_Rarely,Sales,9,3,Medical,1026,Female,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3
1026,39,Travel_Rarely,Sales,3,4,Marketing,1027,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2
1027,46,Non-Travel,Research & Development,9,2,Life Sciences,1028,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2
1028,40,Travel_Rarely,Research & Development,2,2,Medical,1029,Male,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2
1029,42,Travel_Rarely,Research & Development,7,4,Other,1030,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0
1030,35,Non-Travel,Sales,10,1,Life Sciences,1031,Female,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7
1031,38,Non-Travel,Sales,6,4,Marketing,1032,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8
1032,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1033,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7
1033,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1034,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8
1034,39,Travel_Frequently,Research & Development,2,1,Medical,1035,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2
1035,43,Non-Travel,Human Resources,8,5,Medical,1036,Female,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2
1036,41,Travel_Rarely,Research & Development,3,3,Life Sciences,1037,Male,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2
1037,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1038,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5
1038,30,Travel_Rarely,Sales,26,3,Marketing,1039,Female,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2
1039,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1040,Female,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4
1040,46,Travel_Rarely,Research & Development,10,3,Medical,1041,Male,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7
1041,40,Travel_Rarely,Sales,27,2,Medical,1042,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3
1042,34,Travel_Rarely,Research & Development,2,3,Life Sciences,1043,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8
1043,58,Non-Travel,Research & Development,2,4,Medical,1044,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14
1044,35,Travel_Rarely,Research & Development,8,1,Technical Degree,1045,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3
1045,47,Travel_Rarely,Research & Development,19,5,Medical,1046,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10
1046,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1047,Male,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7
1047,54,Travel_Rarely,Sales,27,4,Medical,1048,Male,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7
1048,31,Travel_Frequently,Sales,8,4,Other,1049,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2
1049,28,Travel_Rarely,Sales,1,2,Life Sciences,1050,Male,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2
1050,38,Travel_Rarely,Research & Development,19,3,Medical,1051,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3
1051,26,Travel_Rarely,Sales,8,3,Marketing,1052,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2
1052,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1053,Female,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2
1053,18,Non-Travel,Research & Development,2,3,Life Sciences,1054,Male,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0
1054,31,Travel_Rarely,Research & Development,2,3,Life Sciences,1055,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0
1055,29,Travel_Rarely,Research & Development,8,2,Medical,1056,Male,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0
1056,45,Non-Travel,Sales,1,4,Technical Degree,1057,Male,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7
1057,36,Travel_Rarely,Sales,2,3,Technical Degree,1058,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0
1058,43,Travel_Frequently,Sales,8,3,Medical,1059,Male,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7
1059,27,Travel_Frequently,Sales,8,4,Life Sciences,1060,Male,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2
1060,29,Travel_Frequently,Research & Development,6,2,Medical,1061,Male,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10
1061,32,Travel_Frequently,Sales,9,4,Life Sciences,1062,Male,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0
1062,42,Non-Travel,Research & Development,11,3,Medical,1063,Male,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3
1063,47,Travel_Rarely,Sales,2,2,Life Sciences,1064,Female,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0
1064,46,Travel_Rarely,Human Resources,1,3,Life Sciences,1065,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7
1065,28,Non-Travel,Research & Development,7,3,Life Sciences,1066,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2
1066,29,Travel_Rarely,Research & Development,16,3,Medical,1067,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6
1067,42,Travel_Rarely,Sales,2,4,Medical,1068,Female,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0
1068,32,Travel_Rarely,Research & Development,1,1,Medical,1069,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2
1069,46,Travel_Rarely,Research & Development,23,1,Life Sciences,1070,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8
1070,27,Travel_Rarely,Sales,2,3,Life Sciences,1071,Female,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8
1071,29,Travel_Rarely,Research & Development,1,2,Medical,1072,Male,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0
1072,43,Travel_Rarely,Research & Development,1,3,Life Sciences,1073,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14
1073,48,Travel_Rarely,Research & Development,2,3,Life Sciences,1074,Female,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9
1074,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1075,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0
1075,46,Travel_Rarely,Research & Development,4,4,Medical,1076,Female,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7
1076,27,Travel_Frequently,Research & Development,16,4,Medical,1077,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3
1077,39,Travel_Rarely,Research & Development,2,3,Technical Degree,1078,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2
1078,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1079,Female,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4
1079,28,Travel_Rarely,Research & Development,29,2,Life Sciences,1080,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0
1080,30,Travel_Rarely,Sales,12,4,Life Sciences,1081,Female,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0
1081,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1082,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0
1082,36,Travel_Rarely,Research & Development,11,3,Life Sciences,1083,Male,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7
1083,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1084,Female,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2
1084,34,Travel_Rarely,Sales,14,2,Technical Degree,1085,Female,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0
1085,29,Travel_Rarely,Research & Development,5,5,Life Sciences,1086,Female,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2
1086,37,Travel_Rarely,Research & Development,7,2,Medical,1087,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4
1087,35,Travel_Rarely,Sales,2,1,Technical Degree,1088,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2
1088,45,Travel_Rarely,Research & Development,3,3,Medical,1089,Female,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8
1089,36,Travel_Frequently,Research & Development,5,3,Medical,1090,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8
1090,40,Travel_Rarely,Research & Development,3,3,Other,1091,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16
1091,26,Travel_Rarely,Research & Development,26,2,Life Sciences,1092,Male,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0
1092,27,Travel_Rarely,Research & Development,4,3,Technical Degree,1093,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7
1093,48,Travel_Frequently,Research & Development,2,3,Life Sciences,1094,Male,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7
1094,44,Travel_Rarely,Sales,1,2,Medical,1095,Male,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2
1095,34,Non-Travel,Research & Development,27,2,Life Sciences,1096,Female,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0
1096,56,Travel_Rarely,Human Resources,1,2,Medical,1097,Female,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0
1097,36,Travel_Rarely,Research & Development,13,3,Technical Degree,1098,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3
1098,41,Travel_Rarely,Research & Development,5,3,Life Sciences,1099,Female,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4
1099,42,Travel_Rarely,Research & Development,7,3,Technical Degree,1100,Female,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7
1100,31,Travel_Rarely,Sales,9,4,Life Sciences,1101,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4
1101,34,Travel_Rarely,Research & Development,8,1,Life Sciences,1102,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1
1102,31,Travel_Rarely,Sales,25,2,Life Sciences,1103,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2
1103,26,Travel_Frequently,Sales,16,2,Life Sciences,1104,Male,2,Healthcare Representative,Married,83800,2.0,14,0,8.0,3,7,7,7
1104,45,Travel_Frequently,Research & Development,8,4,Life Sciences,1105,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3
1105,33,Travel_Rarely,Sales,1,3,Life Sciences,1106,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9
1106,28,Travel_Frequently,Sales,8,3,Life Sciences,1107,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7
1107,29,Travel_Frequently,Human Resources,2,4,Human Resources,1108,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0
1108,39,Non-Travel,Research & Development,8,5,Medical,1109,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2
1109,27,Travel_Rarely,Sales,3,2,Technical Degree,1110,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2
1110,34,Travel_Frequently,Research & Development,9,4,Life Sciences,1111,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11
1111,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1112,Male,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2
1112,47,Non-Travel,Research & Development,1,4,Medical,1113,Male,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7
1113,56,Travel_Rarely,Research & Development,4,3,Technical Degree,1114,Female,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0
1114,39,Travel_Rarely,Research & Development,1,3,Other,1115,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9
1115,38,Travel_Frequently,Research & Development,4,2,Medical,1116,Female,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7
1116,58,Travel_Rarely,Sales,5,3,Marketing,1117,Male,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0
1117,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1118,Male,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3
1118,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1119,Female,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3
1119,49,Travel_Frequently,Sales,11,4,Life Sciences,1120,Male,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3
1120,42,Travel_Rarely,Sales,1,3,Life Sciences,1121,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0
1121,27,Travel_Frequently,Sales,8,1,Life Sciences,1122,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0
1122,35,Travel_Rarely,Research & Development,25,1,Medical,1123,Male,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4
1123,28,Non-Travel,Research & Development,21,1,Medical,1124,Male,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4
1124,31,Non-Travel,Sales,23,1,Medical,1125,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3
1125,36,Non-Travel,Research & Development,1,3,Life Sciences,1126,Male,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2
1126,34,Travel_Rarely,Sales,2,3,Marketing,1127,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1
1127,34,Travel_Rarely,Research & Development,19,3,Technical Degree,1128,Female,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1
1128,26,Travel_Rarely,Research & Development,2,2,Life Sciences,1129,Male,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6
1129,29,Travel_Rarely,Research & Development,2,4,Other,1130,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2
1130,32,Non-Travel,Research & Development,3,1,Life Sciences,1131,Male,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2
1131,31,Travel_Frequently,Research & Development,25,5,Technical Degree,1132,Female,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7
1132,28,Travel_Rarely,Sales,7,5,Life Sciences,1133,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3
1133,38,Travel_Rarely,Research & Development,9,2,Technical Degree,1134,Male,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0
1134,35,Travel_Rarely,Research & Development,5,3,Life Sciences,1135,Male,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9
1135,27,Travel_Rarely,Sales,2,3,Life Sciences,1136,Female,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7
1136,32,Travel_Rarely,Research & Development,8,1,Medical,1137,Female,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0
1137,31,Travel_Frequently,Research & Development,2,1,Other,1138,Male,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8
1138,53,Travel_Rarely,Research & Development,18,3,Medical,1139,Male,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2
1139,54,Travel_Rarely,Research & Development,14,3,Other,1140,Male,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3
1140,33,Travel_Frequently,Research & Development,2,4,Medical,1141,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8
1141,43,Travel_Rarely,Research & Development,3,3,Medical,1142,Male,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9
1142,38,Travel_Frequently,Research & Development,2,5,Medical,1143,Female,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2
1143,55,Travel_Rarely,Sales,9,3,Marketing,1144,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4
1144,31,Travel_Rarely,Sales,6,3,Other,1145,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0
1145,39,Travel_Rarely,Research & Development,4,3,Life Sciences,1146,Male,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10
1146,42,Non-Travel,Research & Development,10,4,Life Sciences,1147,Female,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7
1147,31,Non-Travel,Research & Development,14,2,Life Sciences,1148,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8
1148,54,Travel_Rarely,Research & Development,1,3,Medical,1149,Female,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4
1149,24,Travel_Rarely,Research & Development,5,4,Other,1150,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2
1150,23,Travel_Rarely,Research & Development,7,3,Life Sciences,1151,Male,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4
1151,40,Travel_Frequently,Research & Development,21,3,Medical,1152,Female,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4
1152,40,Travel_Rarely,Research & Development,8,1,Medical,1153,Female,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10
1153,25,Travel_Rarely,Sales,20,5,Medical,1154,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2
1154,30,Travel_Rarely,Human Resources,20,4,Life Sciences,1155,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7
1155,25,Travel_Rarely,Research & Development,7,2,Medical,1156,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2
1156,47,Travel_Rarely,Research & Development,1,4,Life Sciences,1157,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11
1157,33,Non-Travel,Research & Development,1,3,Life Sciences,1158,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0
1158,38,Travel_Rarely,Research & Development,19,3,Life Sciences,1159,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8
1159,31,Travel_Rarely,Research & Development,10,4,Medical,1160,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2
1160,38,Travel_Frequently,Research & Development,1,4,Other,1161,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7
1161,42,Travel_Rarely,Research & Development,6,3,Medical,1162,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2
1162,41,Travel_Rarely,Sales,2,2,Medical,1163,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0
1163,47,Non-Travel,Research & Development,21,2,Medical,1164,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12
1164,35,Travel_Rarely,Research & Development,4,3,Life Sciences,1165,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2
1165,22,Travel_Rarely,Human Resources,12,1,Human Resources,1166,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2
1166,35,Travel_Rarely,Research & Development,9,3,Medical,1167,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8
1167,33,Travel_Rarely,Sales,3,4,Medical,1168,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1
1168,32,Travel_Rarely,Research & Development,3,2,Technical Degree,1169,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1
1169,40,Travel_Rarely,Research & Development,1,4,Medical,1170,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0
1170,32,Travel_Rarely,Research & Development,1,2,Medical,1171,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2
1171,39,Travel_Rarely,Research & Development,4,4,Life Sciences,1172,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7
1172,38,Travel_Rarely,Sales,20,4,Medical,1173,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11
1173,32,Travel_Rarely,Research & Development,18,3,Life Sciences,1174,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7
1174,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1175,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8
1175,25,Travel_Rarely,Research & Development,2,4,Medical,1176,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4
1176,52,Non-Travel,Research & Development,2,4,Other,1177,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0
1177,44,Travel_Rarely,Research & Development,8,1,Life Sciences,1178,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2
1178,21,Travel_Rarely,Sales,10,5,Medical,1179,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2
1179,39,Non-Travel,Research & Development,3,4,Life Sciences,1180,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3
1180,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1181,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0
1181,36,Travel_Rarely,Research & Development,24,3,Life Sciences,1182,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4
1182,36,Travel_Frequently,Research & Development,16,1,Medical,1183,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2
1183,56,Non-Travel,Research & Development,8,1,Life Sciences,1184,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9
1184,29,Travel_Rarely,Research & Development,9,4,Medical,1185,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2
1185,42,Travel_Rarely,Research & Development,17,1,Life Sciences,1186,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14
1186,56,Travel_Rarely,Sales,10,4,Other,1187,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8
1187,41,Travel_Rarely,Research & Development,13,4,Life Sciences,1188,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10
1188,34,Travel_Rarely,Sales,1,3,Medical,1189,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7
1189,36,Non-Travel,Sales,1,1,Medical,1190,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11
1190,41,Travel_Rarely,Research & Development,1,5,Medical,1191,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4
1191,32,Travel_Rarely,Sales,9,4,Life Sciences,1192,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2
1192,35,Travel_Rarely,Research & Development,16,3,Medical,1193,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7
1193,38,Travel_Rarely,Research & Development,23,3,Medical,1194,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9
1194,50,Travel_Frequently,Sales,4,2,Life Sciences,1195,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1
1195,36,Travel_Rarely,Research & Development,22,4,Life Sciences,1196,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0
1196,45,Travel_Rarely,Sales,24,3,Life Sciences,1197,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1
1197,40,Travel_Rarely,Sales,10,4,Life Sciences,1198,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2
1198,35,Travel_Frequently,Sales,7,2,Life Sciences,1199,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2
1199,40,Travel_Rarely,Research & Development,17,4,Life Sciences,1200,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2
1200,35,Travel_Rarely,Human Resources,14,1,Life Sciences,1201,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1
1201,29,Travel_Rarely,Research & Development,1,3,Medical,1202,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3
1202,29,Travel_Rarely,Research & Development,5,3,Medical,1203,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4
1203,50,Travel_Rarely,Research & Development,17,3,Medical,1204,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0
1204,39,Travel_Rarely,Sales,25,3,Medical,1205,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6
1205,31,Non-Travel,Research & Development,8,4,Life Sciences,1206,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7
1206,26,Travel_Rarely,Research & Development,11,4,Medical,1207,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0
1207,36,Travel_Frequently,Research & Development,5,1,Technical Degree,1208,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3
1208,39,Travel_Rarely,Research & Development,2,1,Medical,1209,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7
1209,27,Travel_Rarely,Research & Development,8,2,Medical,1210,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3
1210,49,Travel_Frequently,Research & Development,6,1,Medical,1211,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8
1211,34,Travel_Rarely,Sales,4,3,Medical,1212,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2
1212,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1213,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5
1213,49,Travel_Frequently,Sales,1,4,Life Sciences,1214,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7
1214,37,Travel_Rarely,Research & Development,2,3,Life Sciences,1215,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0
1215,33,Travel_Frequently,Research & Development,10,2,Medical,1216,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0
1216,27,Travel_Rarely,Sales,5,4,Medical,1217,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2
