,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Age,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1071,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,29,1,2,1072,3,26780,1.0,25,1,1.0,3,1,0,0,0
1072,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43,1,3,1073,1,73790,7.0,13,2,21.0,3,16,6,14,0
1073,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,48,2,3,1074,2,62720,4.0,14,0,29.0,3,22,12,9,0
1074,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,29,13,2,1075,1,52200,1.0,17,0,1.0,3,1,1,0,1
1075,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,46,4,4,1076,2,27430,5.0,25,1,14.0,1,8,0,7,1
1076,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27,16,4,1077,3,49980,0.0,20,2,8.0,3,7,7,3,0
1077,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,39,2,3,1078,3,102520,8.0,13,1,7.0,3,2,2,2,0
1078,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,55,2,3,1079,1,27810,8.0,13,1,19.0,2,5,0,4,0
1079,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,28,29,2,1080,2,68520,1.0,18,1,1.0,2,1,0,0,0
1080,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,12,4,1081,2,49500,1.0,12,2,1.0,3,1,0,0,1
1081,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,22,16,2,1082,2,35790,1.0,19,3,1.0,3,1,0,0,1
1082,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,11,3,1083,1,131910,1.0,14,1,10.0,2,10,1,7,0
1083,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,31,2,4,1084,5,103770,1.0,14,0,10.0,2,10,0,2,0
1084,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,34,14,2,1085,1,22350,2.0,14,1,9.0,2,5,1,0,0
1085,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,29,5,5,1086,1,105020,3.0,12,0,11.0,4,3,1,2,0
1086,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,37,7,2,1087,1,20110,5.0,13,0,16.0,4,5,0,4,0
1087,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,35,2,1,1088,2,18590,0.0,25,1,4.0,2,3,0,2,0
1088,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,45,3,3,1089,2,37600,0.0,14,1,10.0,2,9,3,8,0
1089,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,36,5,3,1090,4,177790,1.0,17,1,10.0,5,10,0,8,0
1090,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,40,3,3,1091,1,68330,2.0,13,0,22.0,3,19,11,16,0
1091,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26,26,2,1092,2,68120,1.0,13,0,1.0,2,1,1,0,0
1092,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27,4,3,1093,2,51710,0.0,20,1,9.0,1,8,0,7,0
1093,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48,2,3,1094,2,197400,3.0,14,0,24.0,2,22,4,7,0
1094,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,44,1,2,1095,4,187110,2.0,12,1,10.0,0,2,2,2,0
1095,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,34,27,2,1096,1,36920,1.0,12,1,5.0,5,5,3,0,1
1096,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,56,1,2,1097,5,25590,1.0,21,0,5.0,3,4,1,0,1
1097,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36,13,3,1098,3,25170,2.0,14,0,12.0,3,4,1,3,0
1098,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,41,5,3,1099,1,66230,5.0,18,0,14.0,3,5,1,4,0
1099,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,7,3,1100,2,182650,9.0,12,1,18.0,4,13,5,7,0
1100,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,31,9,4,1101,1,161240,2.0,23,1,8.0,2,5,1,4,0
1101,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,34,8,1,1102,3,25850,3.0,12,0,9.0,5,4,0,1,0
1102,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,31,25,2,1103,3,182130,8.0,21,2,4.0,3,2,2,2,0
1103,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,26,16,2,1104,2,83800,2.0,14,0,8.0,3,7,7,7,0
1104,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,45,8,4,1105,2,29940,4.0,18,1,12.0,2,4,0,3,0
1105,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,33,1,3,1106,5,12230,1.0,13,1,10.0,3,10,0,9,0
1106,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28,8,3,1107,4,11180,1.0,11,0,7.0,3,7,0,7,0
1107,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,29,2,4,1108,2,28750,1.0,11,0,1.0,3,1,0,0,1
1108,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,39,8,5,1109,2,188240,6.0,19,1,10.0,4,3,1,2,0
1109,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27,3,2,1110,2,135770,1.0,12,1,6.0,2,5,1,2,0
1110,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,34,9,4,1111,2,26250,1.0,12,3,16.0,4,15,6,11,0
1111,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,28,25,3,1112,1,187890,3.0,16,1,6.0,4,2,2,2,1
1112,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,47,1,4,1113,1,45380,8.0,11,0,16.0,3,8,1,7,0
1113,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,56,4,3,1114,2,198470,4.0,14,0,6.0,6,0,0,0,0
1114,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,39,1,3,1115,1,105120,1.0,12,1,10.0,2,10,7,9,0
1115,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,38,4,2,1116,1,44440,1.0,13,0,20.0,2,20,0,7,0
1116,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,58,5,3,1117,5,21540,4.0,21,1,29.0,3,1,0,0,0
1117,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32,9,3,1118,2,191900,3.0,17,1,8.0,2,4,0,3,1
1118,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,38,3,4,1119,1,44900,2.0,21,1,10.0,1,5,0,3,0
1119,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,49,11,4,1120,2,35060,3.0,11,1,28.0,4,5,4,3,0
1120,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,42,1,3,1121,1,23720,3.0,12,1,14.0,3,0,0,0,0
1121,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27,8,1,1122,4,102310,1.0,13,1,1.0,2,1,0,0,1
1122,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,35,25,1,1123,1,54100,0.0,18,0,6.0,4,5,0,4,0
1123,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,28,21,1,1124,3,79780,1.0,16,2,5.0,2,5,1,4,0
1124,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,31,23,1,1125,1,38670,1.0,11,1,4.0,4,4,2,3,0
1125,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,1,3,1126,2,28380,1.0,19,2,5.0,5,5,0,2,0
1126,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,2,3,1127,4,46950,1.0,16,1,14.0,2,14,2,1,0
1127,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,34,19,3,1128,1,33390,1.0,16,0,9.0,2,8,1,1,0
1128,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,26,2,2,1129,2,20800,0.0,13,0,8.0,6,7,7,6,0
1129,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,29,2,4,1130,2,20960,0.0,22,0,6.0,2,5,0,2,0
1130,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,32,3,1,1131,3,62090,5.0,17,1,9.0,5,5,1,2,0
1131,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,25,5,1132,2,180610,1.0,14,1,10.0,2,10,8,7,0
1132,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,28,7,5,1133,2,171230,5.0,15,1,6.0,2,4,0,3,1
1133,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,38,9,2,1134,3,23720,4.0,12,0,20.0,3,1,0,0,0
1134,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,35,5,3,1135,2,48830,1.0,18,1,10.0,1,10,0,9,0
1135,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,2,3,1136,1,39040,1.0,15,0,7.0,2,7,0,7,0
1136,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,32,8,1,1137,2,46270,8.0,17,1,8.0,2,1,0,0,0
1137,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,31,2,1,1138,3,70940,1.0,14,1,10.0,2,10,0,8,1
1138,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,53,18,3,1139,1,34230,6.0,15,1,15.0,4,2,2,2,1
1139,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,54,14,3,1140,3,66740,3.0,17,1,9.0,2,4,2,3,0
1140,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,33,2,4,1141,4,168800,1.0,14,3,9.0,2,9,2,8,0
1141,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,43,3,3,1142,1,90940,1.0,12,1,10.0,0,10,0,9,0
1142,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,38,2,5,1143,4,84460,0.0,14,0,7.0,3,6,1,2,0
1143,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,55,9,3,1144,2,119160,4.0,15,1,35.0,3,10,1,4,0
1144,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,31,6,3,1145,1,45340,1.0,13,0,1.0,2,1,0,0,0
1145,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39,4,3,1146,2,98520,0.0,12,1,21.0,5,20,11,10,0
1146,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,42,10,4,1147,2,61510,1.0,13,1,20.0,3,20,3,7,0
1147,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,31,14,2,1148,2,23020,4.0,14,0,13.0,3,11,4,8,0
1148,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,54,1,3,1149,2,23620,6.0,13,1,9.0,2,5,1,4,0
1149,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,24,5,4,1150,1,178610,1.0,11,2,4.0,5,4,1,2,0
1150,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,23,7,3,1151,2,191870,1.0,11,1,5.0,2,5,1,4,0
1151,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,21,3,1152,3,197170,1.0,21,0,10.0,1,10,9,4,0
1152,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,8,1,1153,5,35440,3.0,18,3,15.0,3,11,5,10,0
1153,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,25,20,5,1154,2,85000,4.0,12,0,6.0,2,2,1,2,0
1154,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,30,20,4,1155,2,46610,1.0,11,0,12.0,3,12,1,7,0
1155,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,25,7,2,1156,5,41030,6.0,15,1,7.0,2,2,0,2,0
1156,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,47,1,4,1157,2,42490,2.0,13,1,25.0,2,17,12,11,0
1157,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,33,1,3,1158,2,140260,1.0,12,0,1.0,4,1,0,0,0
1158,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,38,19,3,1159,2,68930,0.0,17,0,16.0,3,15,5,8,0
1159,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,10,4,1160,3,61250,0.0,13,1,3.0,3,2,1,2,0
1160,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,1,4,1161,2,36690,2.0,19,0,10.0,2,8,7,7,0
1161,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,42,6,3,1162,2,100080,6.0,19,1,9.0,3,4,1,2,0
1162,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,41,2,2,1163,1,23870,3.0,17,1,12.0,1,5,1,0,0
1163,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,47,21,2,1164,1,46390,0.0,11,1,14.0,2,13,5,12,0
1164,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,35,4,3,1165,2,78980,7.0,15,0,5.0,2,2,2,2,0
1165,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,22,12,1,1166,2,25340,0.0,11,0,4.0,1,3,1,2,0
1166,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35,9,3,1167,2,131420,1.0,25,2,10.0,4,10,0,8,0
1167,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,33,3,4,1168,3,16110,0.0,14,0,10.0,2,9,8,1,0
1168,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,32,3,2,1169,3,53630,1.0,13,0,6.0,4,6,4,1,0
1169,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,40,1,4,1170,2,50710,8.0,17,1,8.0,3,1,0,0,0
1170,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,32,1,2,1171,3,136950,0.0,13,0,3.0,3,2,2,2,0
1171,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39,4,4,1172,1,134020,7.0,14,1,18.0,1,7,1,7,0
1172,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38,20,4,1173,2,20290,3.0,11,1,20.0,3,18,1,11,0
1173,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,32,18,3,1174,2,63770,1.0,12,2,14.0,3,14,5,7,0
1174,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,37,1,3,1175,4,54290,1.0,17,1,16.0,3,16,6,8,0
1175,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,25,2,4,1176,2,27850,0.0,21,0,6.0,2,5,0,4,0
1176,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,52,2,4,1177,1,46140,2.0,16,1,16.0,3,9,0,0,0
1177,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,44,8,1,1178,1,26100,6.0,15,0,6.0,2,4,1,2,0
1178,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21,10,5,1179,3,66870,1.0,19,3,2.0,0,2,1,2,0
1179,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,39,3,4,1180,2,47240,2.0,12,1,21.0,4,6,1,3,0
1180,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,23,2,4,1181,2,61790,1.0,11,0,1.0,3,1,1,0,1
1181,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,36,24,3,1182,2,61200,0.0,19,0,10.0,2,9,3,4,0
1182,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,36,16,1,1183,2,105960,7.0,15,0,18.0,3,4,0,2,0
1183,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,56,8,1,1184,1,54670,1.0,20,0,13.0,6,13,1,9,0
1184,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,29,9,4,1185,2,29960,9.0,25,0,4.0,4,2,2,2,1
1185,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,42,17,1,1186,3,99980,5.0,24,2,24.0,3,22,4,14,0
1186,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,56,10,4,1187,2,40780,8.0,24,1,14.0,3,10,9,8,1
1187,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,41,13,4,1188,1,109200,0.0,15,1,21.0,3,20,0,10,0
1188,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,34,1,3,1189,1,62320,1.0,13,1,8.0,3,8,1,7,0
1189,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36,1,1,1190,1,132470,1.0,14,0,15.0,3,15,11,11,0
1190,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,41,1,5,1191,1,40810,2.0,13,0,14.0,3,5,0,4,0
1191,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,32,9,4,1192,2,57690,1.0,11,0,4.0,3,4,1,2,0
1192,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,35,16,3,1193,2,23940,1.0,16,1,9.0,3,9,1,7,0
1193,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,38,23,3,1194,3,39040,1.0,22,0,10.0,3,10,1,9,0
1194,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,50,4,2,1195,2,167990,7.0,14,1,12.0,2,6,0,1,1
1195,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,36,22,4,1196,1,29500,4.0,14,0,8.0,1,6,0,0,0
1196,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,45,24,3,1197,1,36290,8.0,16,1,8.0,2,5,0,1,0
1197,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,40,10,4,1198,1,93620,2.0,11,1,8.0,6,2,2,2,0
1198,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,35,7,2,1199,2,32290,1.0,25,0,10.0,2,10,0,2,0
1199,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,40,17,4,1200,1,35780,2.0,14,1,20.0,2,5,0,2,0
1200,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,35,14,1,1201,2,79880,1.0,18,0,4.0,3,4,1,1,0
1201,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,29,1,3,1202,3,42840,4.0,11,0,10.0,5,4,0,3,0
1202,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,29,5,3,1203,2,75530,1.0,19,0,5.0,3,5,0,4,0
1203,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,50,17,3,1204,1,173280,4.0,15,2,20.0,1,3,2,0,1
1204,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,39,25,3,1205,2,197010,0.0,11,0,21.0,3,20,9,6,0
1205,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,31,8,4,1206,4,147320,0.0,12,0,10.0,3,9,1,7,0
1206,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,26,11,4,1207,2,92780,0.0,20,0,5.0,3,4,0,0,0
1207,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,5,1,1208,1,13590,4.0,12,0,17.0,2,5,0,3,0
1208,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,39,2,1,1209,1,47790,4.0,14,2,9.0,3,7,1,7,0
1209,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27,8,2,1210,1,164220,1.0,20,1,6.0,3,6,0,3,0
1210,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,49,6,1,1211,3,29960,2.0,18,1,17.0,2,9,0,8,0
1211,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,34,4,3,1212,1,12610,2.0,14,1,6.0,6,4,1,2,0
1212,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,41,7,2,1213,1,20990,8.0,12,1,8.0,2,6,0,5,1
1213,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,49,1,4,1214,2,58100,1.0,21,1,10.0,2,10,1,7,0
1214,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,37,2,3,1215,1,56470,6.0,19,0,7.0,2,0,0,0,1
1215,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,33,10,2,1216,2,34200,1.0,14,0,8.0,3,8,3,0,0
1216,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,27,5,4,1217,4,44000,9.0,17,1,6.0,3,2,2,2,0
1217,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,32,9,2,1218,2,35000,0.0,16,1,8.0,2,7,3,6,0
1218,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,59,2,2,1219,5,20660,4.0,12,1,12.0,3,1,0,0,0
1219,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,30,11,4,1220,2,171690,1.0,17,2,1.0,2,1,0,0,0
